ml_dataset_index,pista_raw,responsável,1-jogo-de-palavras-anagrama-cacofonia,2-ref-visual-observavel-team-rua,3-criptografia,4-ref-historica-mitologia,5-cultura-pop-conhecimento-geral,6-ref-interna-cidade-universitaria,7-ref-externa-campus,8-caminho-trajetória-roteiro,9-manipular-imagens,10-busca-listas-elencaçoes-clusters,11-links-site-integra-daquele-ano,12-tarefa-não-papel,Método_agregado,autor_raw,macro_raw,micro_raw,explicação_raw,interna_raw,tem_texto?,tem_explicação?,tem_macro?,é_papel?,ano,revisar?,rotulado_metodo,link,2017_respostas,2016_observaçao,2015_dificuldade,prompt,prompt_pista,macro_depara
ML_2022_00237,"Carlos, deu Ruim, Beiço e gel não vão resolver sua situação acadêmica",,,,,,,,,,,,,,,,Educação,Biblioteca carlos beisegel,Biblioteca Carlos de Rui Beisegel (fonética) na educação,,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: Carlos, deu Ruim, Beiço e gel não vão resolver sua situação acadêmica | Explicação: Biblioteca Carlos de Rui Beisegel (fonética) na educação | Macro: Educação | Micro: Biblioteca carlos beisegel","||Pista: Carlos, deu Ruim, Beiço e gel não vão resolver sua situação acadêmica",Faculdade de Educação
ML_2015_00153,Casa de Artes de Laranjeiras de eira na beira.,,,,,,,,,,,,,,,Henrique,CENTRAL,Casa das caldeiras,CAL + de eira: caldeira,Externa,TRUE,TRUE,TRUE,,2015,,,,,,3,||Pista: Casa de Artes de Laranjeiras de eira na beira. | Explicação: CAL + de eira: caldeira | Macro: CENTRAL | Micro: Casa das caldeiras,||Pista: Casa de Artes de Laranjeiras de eira na beira.,CRUSP
ML_2020_00192,Casa temporária do inimigo do mais animado Politécnico perseguido,,,,,,,,,,,,,,,,Terminal USP,,Segundo politécnico mais animado --> Jerry (rato desenho animado). Inimigo Jerry --> Tom. Casa temporária do Tom (Hanks) --> O Terminal (filme),,TRUE,TRUE,TRUE,,2020,,,,,,,||Pista: Casa temporária do inimigo do mais animado Politécnico perseguido | Explicação: Segundo politécnico mais animado --> Jerry (rato desenho animado). Inimigo Jerry --> Tom. Casa temporária do Tom (Hanks) --> O Terminal (filme) | Macro: Terminal USP | Micro: ,||Pista: Casa temporária do inimigo do mais animado Politécnico perseguido,#N/A
ML_2023_00011,casoEnsolarado,,,,,,,,,,,,,,,Espera,FAU,Bicicletário,"A pista está escrita em camelCase, Ensolarado leva a FAU. Camelo é sinonimo para bicicleta em vários estados do Brasil.",,TRUE,TRUE,TRUE,,2023,,,,,,,"||Pista: casoEnsolarado | Explicação: A pista está escrita em camelCase, Ensolarado leva a FAU. Camelo é sinonimo para bicicleta em vários estados do Brasil. | Macro: FAU | Micro: Bicicletário",||Pista: casoEnsolarado,FAU
ML_2022_00001,Ceci n'est pas un piste,,,,,,,,,,,,,,,,Não Aplicavel,O CA deve ir até a CO e pedir a pista de verdade,"Se refere a famosa arte ""isso não é um cachimbo"", assim para matar essa pista o CA deve entender que ela não é uma pista e deve ser levada na sala da co e pedirem pela pista de verdade",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: Ceci n'est pas un piste | Explicação: Se refere a famosa arte ""isso não é um cachimbo"", assim para matar essa pista o CA deve entender que ela não é uma pista e deve ser levada na sala da co e pedirem pela pista de verdade | Macro: Não Aplicavel | Micro: O CA deve ir até a CO e pedir a pista de verdade",||Pista: Ceci n'est pas un piste,Não é Papelzinho
ML_2019_00144,Celebridades estao sempre de olho na telinha,Dose,,1,,,,,,,,,,,,,IAG,tela nas janelas,"Celebridadaes remetem a estrelas, portanto IAG, instituto de astronomia. Telinha leva as telas nas janelas no IAG",,TRUE,TRUE,TRUE,,2019,,TRUE,,,,,"||Pista: Celebridades estao sempre de olho na telinha | Explicação: Celebridadaes remetem a estrelas, portanto IAG, instituto de astronomia. Telinha leva as telas nas janelas no IAG | Macro: IAG | Micro: tela nas janelas",||Pista: Celebridades estao sempre de olho na telinha,IAG
ML_2019_00258,"Cena clássica, criador e criatura em meio a uma tempestade de raios",Massa,,1,,,1,1,,,,,,,,,IF,Poste do Instituto Van der Graaf,"O gerador de van der graaf é redondo como os postes da física e gera descargas elétricas, estes postes estão circundando o edifício van der graaf.",,TRUE,TRUE,TRUE,,2019,,TRUE,,,,,"||Pista: Cena clássica, criador e criatura em meio a uma tempestade de raios | Explicação: O gerador de van der graaf é redondo como os postes da física e gera descargas elétricas, estes postes estão circundando o edifício van der graaf. | Macro: IF | Micro: Poste do Instituto Van der Graaf","||Pista: Cena clássica, criador e criatura em meio a uma tempestade de raios",IF
ML_2022_00273,CENigma.wav,Frodo,,,,,,,,,,,,,,,P3,"Rotatoria, nos minions","Assim como o enigma do CEN, pega o SSTV que forma do áudio. A imagem é na rotária do P3 nos minions",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: CENigma.wav | Explicação: Assim como o enigma do CEN, pega o SSTV que forma do áudio. A imagem é na rotária do P3 nos minions | Macro: P3 | Micro: Rotatoria, nos minions",||Pista: CENigma.wav,P3
ML_2019_00328,"Cenourinha, o grupo A te aguarda.",Pescoço,,1,,,1,,,,,,,,,,Psico,"Recolhedor de livros da artmed, do grupo A","Cenourinha é o nome que o Louco chama o cebolinha, portanto se referindo a psico. Grupo A se refere ao recolhedor de livros, na saída da biblioteca.",,TRUE,TRUE,TRUE,,2019,,TRUE,,,,,"||Pista: Cenourinha, o grupo A te aguarda. | Explicação: Cenourinha é o nome que o Louco chama o cebolinha, portanto se referindo a psico. Grupo A se refere ao recolhedor de livros, na saída da biblioteca. | Macro: Psico | Micro: Recolhedor de livros da artmed, do grupo A","||Pista: Cenourinha, o grupo A te aguarda.",Psico
ML_2020_00164,Certeza que esses jovens compram drogas...,Favela,,,,,1,,1,,,,,,,,CRUSP,FARMUSP,FARMUSP no CRUSP,,TRUE,TRUE,TRUE,,2020,,TRUE,,,,,||Pista: Certeza que esses jovens compram drogas... | Explicação: FARMUSP no CRUSP | Macro: CRUSP | Micro: FARMUSP,||Pista: Certeza que esses jovens compram drogas...,CRUSP
ML_2019_00269,"César nunca teve Alzheimer, mas ainda assim o tratavam para isso. Um dia teria o mesmo destino que Snoopy.",,,,,,,,,,,,,,,,Butantã,Lugar que tem os macacos,"Snoopy é um beagle -> beagles libertados do laboratório/ pesquisas em laboratório. César é o macaco de Planeta dos Macacos, injetavam soro anti alzheimer nele. Tá no lugar de Macacos dentro do Inst. Butantã",,TRUE,TRUE,TRUE,,2019,,,,,,,"||Pista: César nunca teve Alzheimer, mas ainda assim o tratavam para isso. Um dia teria o mesmo destino que Snoopy. | Explicação: Snoopy é um beagle -> beagles libertados do laboratório/ pesquisas em laboratório. César é o macaco de Planeta dos Macacos, injetavam soro anti alzheimer nele. Tá no lugar de Macacos dentro do Inst. Butantã | Macro: Butantã | Micro: Lugar que tem os macacos","||Pista: César nunca teve Alzheimer, mas ainda assim o tratavam para isso. Um dia teria o mesmo destino que Snoopy.",Butantã
ML_2022_00181,"cg.eefdehfgwqcb,lf.icicetdilgd
 dh.hebicgicfgfer,b.ce0mkju0d
 -h.iqcficdfvgdh,m.qi0iejftff
 da.eihgim0gdzed,-hg.cdhfwbge0fie
 dh.heviheftcehh,b.cbhghdfpbh0c
 -h.hychgoezide,m.xpfif0hckb
 da.hh0l0lhfhdii,-hg.gfkceysfhg
 cg.efcrhtigyha,lf.ihgcfhyheibi",,,,,,,,,,,,,,,,MAC,Catedral,"Fazendo a1z26 nas letras chega em coordenadas, que dão em várias cidades diferentes dispostas em duplas: sempre em uma catedral e em um lugar com o nome ""MAC""",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: cg.eefdehfgwqcb,lf.icicetdilgd
 dh.hebicgicfgfer,b.ce0mkju0d
 -h.iqcficdfvgdh,m.qi0iejftff
 da.eihgim0gdzed,-hg.cdhfwbge0fie
 dh.heviheftcehh,b.cbhghdfpbh0c
 -h.hychgoezide,m.xpfif0hckb
 da.hh0l0lhfhdii,-hg.gfkceysfhg
 cg.efcrhtigyha,lf.ihgcfhyheibi | Explicação: Fazendo a1z26 nas letras chega em coordenadas, que dão em várias cidades diferentes dispostas em duplas: sempre em uma catedral e em um lugar com o nome ""MAC"" | Macro: MAC | Micro: Catedral","||Pista: cg.eefdehfgwqcb,lf.icicetdilgd
 dh.hebicgicfgfer,b.ce0mkju0d
 -h.iqcficdfvgdh,m.qi0iejftff
 da.eihgim0gdzed,-hg.cdhfwbge0fie
 dh.heviheftcehh,b.cbhghdfpbh0c
 -h.hychgoezide,m.xpfif0hckb
 da.hh0l0lhfhdii,-hg.gfkceysfhg
 cg.efcrhtigyha,lf.ihgcfhyheibi",MAC
ML_2020_00096,Chamei o mais velho familiar de Besnard pro jantar sem Julieta.,Anitta,1,,,,,1,,,,,,,,,IO,Barco,"Pro jantar sem Julieta > Pro jantar - J > PROANTAR > IO
 

 Besnard > Barco da expedição do IOUSP no PROANTAR
 

 Mais velho familiar > barco mais antigo > Barco na frente do IO",,TRUE,TRUE,TRUE,,2020,,TRUE,,,,,"||Pista: Chamei o mais velho familiar de Besnard pro jantar sem Julieta. | Explicação: Pro jantar sem Julieta > Pro jantar - J > PROANTAR > IO
 

 Besnard > Barco da expedição do IOUSP no PROANTAR
 

 Mais velho familiar > barco mais antigo > Barco na frente do IO | Macro: IO | Micro: Barco",||Pista: Chamei o mais velho familiar de Besnard pro jantar sem Julieta.,IO
ML_2017_00171,"Chaves não vai poder morar na vila do presidente, se ela realmente existir! Vamos procurar uma entrada em outro local de mesmo autor.",Anitta,,,,,,,1,,,,,,,Rossi,FAU,Lame,"Vila do presidente que não pode entrar mexicano = Villa Trump. Arquiteto era o Gasperini, mesmo arquiteto do Lame.",externa,TRUE,TRUE,TRUE,,2017,,TRUE,,Lame,,,"||Pista: Chaves não vai poder morar na vila do presidente, se ela realmente existir! Vamos procurar uma entrada em outro local de mesmo autor. | Explicação: Vila do presidente que não pode entrar mexicano = Villa Trump. Arquiteto era o Gasperini, mesmo arquiteto do Lame. | Macro: FAU | Micro: Lame","||Pista: Chaves não vai poder morar na vila do presidente, se ela realmente existir! Vamos procurar uma entrada em outro local de mesmo autor.",FAU
ML_2022_00078,Chef Peng Fan poderia ter sido mais cuidadoso com seus vizinhos,,,,,,,,,,,,,,,,IQ,Bandeco,"Peng Fan foi um cozinheiro morreu da picada de uma cobra depois de morta. Seus vizinhos e cobra leva a farma em referencia a quimica. Como ele era um cozinheiro, bandeco",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: Chef Peng Fan poderia ter sido mais cuidadoso com seus vizinhos | Explicação: Peng Fan foi um cozinheiro morreu da picada de uma cobra depois de morta. Seus vizinhos e cobra leva a farma em referencia a quimica. Como ele era um cozinheiro, bandeco | Macro: IQ | Micro: Bandeco",||Pista: Chef Peng Fan poderia ter sido mais cuidadoso com seus vizinhos,Químicas
ML_2019_00264,Chegou Tomás ao Brasil há 29 anos e conheceu três romanos em um Bar gringo.,,,,,,,,,,,,,,,,Rotatória Jorge Americano,-,"CTB = código de trânsito; lei 29, inciso iii b) = lei da rotatória; seu rei + rei dos inimigos: Jorge Americano foi reitor da USP e diretor do Mackenzie, então está na rotatória Jorge Americano",,TRUE,TRUE,TRUE,,2019,,,,,,,"||Pista: Chegou Tomás ao Brasil há 29 anos e conheceu três romanos em um Bar gringo. | Explicação: CTB = código de trânsito; lei 29, inciso iii b) = lei da rotatória; seu rei + rei dos inimigos: Jorge Americano foi reitor da USP e diretor do Mackenzie, então está na rotatória Jorge Americano | Macro: Rotatória Jorge Americano | Micro: -",||Pista: Chegou Tomás ao Brasil há 29 anos e conheceu três romanos em um Bar gringo.,Praça Jorge Americano
ML_2017_00161,"Chewie sem seu maior companheiro, teria de seguir a carreira sob os holofotes sozinho. No entanto, já era hora de descansar por ali.",,,,,,,,,,,,,,,Zagattinho,Musica,Bancos,"Chewie e Han Solo - dupla. Seguir carreira sob holofotes - celebridade, sucesso, etc, Han Solo - Referência ao Solo de musica ou carreira solo. Hora de descansar - bancos em frente a entrada da musica",Externa,TRUE,TRUE,TRUE,,2017,,,,Música,,,"||Pista: Chewie sem seu maior companheiro, teria de seguir a carreira sob os holofotes sozinho. No entanto, já era hora de descansar por ali. | Explicação: Chewie e Han Solo - dupla. Seguir carreira sob holofotes - celebridade, sucesso, etc, Han Solo - Referência ao Solo de musica ou carreira solo. Hora de descansar - bancos em frente a entrada da musica | Macro: Musica | Micro: Bancos","||Pista: Chewie sem seu maior companheiro, teria de seguir a carreira sob os holofotes sozinho. No entanto, já era hora de descansar por ali.",ECA
ML_2015_00012,Chico de Cusn se tornou a metalinguagem de seus feitos.,,,,,,,,,,,,,,,Staibano,PRAÇA DO CAVALO,Ramos de Azevedo,Chico de bronze: Francisco Ramos de Azevedo.,Externa,TRUE,TRUE,TRUE,,2015,,,,,,2,||Pista: Chico de Cusn se tornou a metalinguagem de seus feitos. | Explicação: Chico de bronze: Francisco Ramos de Azevedo. | Macro: PRAÇA DO CAVALO | Micro: Ramos de Azevedo,||Pista: Chico de Cusn se tornou a metalinguagem de seus feitos.,Praça do Cavalo
ML_2019_00043,"Chico não era evangélico, guarde bem isso.",,,,,,,,,,,,,,,,Arquivo Geral,Placa Rua Francisco dos Santos,"Guarde bem isso faz referencia a Arquivo Geral e Chico não era Evangélico ao nome da rua, Chico dos Santos",,TRUE,TRUE,TRUE,,2019,,,,,,,"||Pista: Chico não era evangélico, guarde bem isso. | Explicação: Guarde bem isso faz referencia a Arquivo Geral e Chico não era Evangélico ao nome da rua, Chico dos Santos | Macro: Arquivo Geral | Micro: Placa Rua Francisco dos Santos","||Pista: Chico não era evangélico, guarde bem isso.",Arquivo Novo
ML_2020_00130,Chifrar o gringo é falta de educação,,,,,,,,,,,,,,,,Educação,Placa de proibido buzinar,Chifrar o gringo > chifr em inglês > horn > buzina; palaca de proibido buzinar na educação,,TRUE,TRUE,TRUE,,2020,,,,,,,||Pista: Chifrar o gringo é falta de educação | Explicação: Chifrar o gringo > chifr em inglês > horn > buzina; palaca de proibido buzinar na educação | Macro: Educação | Micro: Placa de proibido buzinar,||Pista: Chifrar o gringo é falta de educação,Faculdade de Educação
ML_2022_00271,"CICADACICADA
 CICADACICADA
 CICADAC
 CICADACICADACICADACICADACICADACICA
 CICADACICADACICADACICADACICADA
 CICADACICADACICADACICADACICA
 CICADACICA",,,,,,,,,,,,,,,,IME,CCSL,"CICADA em repetição é referencia ao enigma 3. Nele, voce usa o teclado qwerty contando as teclas de cima pra baixo, da esquerda pra direita. Usando essa contagem nas quantidades de caracteres de cada linha, temos CCSLIME",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: CICADACICADA
 CICADACICADA
 CICADAC
 CICADACICADACICADACICADACICADACICA
 CICADACICADACICADACICADACICADA
 CICADACICADACICADACICADACICA
 CICADACICA | Explicação: CICADA em repetição é referencia ao enigma 3. Nele, voce usa o teclado qwerty contando as teclas de cima pra baixo, da esquerda pra direita. Usando essa contagem nas quantidades de caracteres de cada linha, temos CCSLIME | Macro: IME | Micro: CCSL","||Pista: CICADACICADA
 CICADACICADA
 CICADAC
 CICADACICADACICADACICADACICADACICA
 CICADACICADACICADACICADACICADA
 CICADACICADACICADACICADACICA
 CICADACICA",IME
ML_2015_00048,Cinthia Itiki's Delivery,,,,,,,,,,,,,,,Duas,PSICO,Barracas de lanche,"O ramal de Cinthia Itiki é 5150, que é o código da polícia para distúrbios psiquiatricos, levando à Psico. O delivery serve pra lembrar de telefone, e também de comida, que leva às barracas",Externa,TRUE,TRUE,TRUE,,2015,,,,,,3,"||Pista: Cinthia Itiki's Delivery | Explicação: O ramal de Cinthia Itiki é 5150, que é o código da polícia para distúrbios psiquiatricos, levando à Psico. O delivery serve pra lembrar de telefone, e também de comida, que leva às barracas | Macro: PSICO | Micro: Barracas de lanche",||Pista: Cinthia Itiki's Delivery,Psico
ML_2019_00099,Circulou por tudo mas parou no crack olhando as americanas ruas do locutor sem face.,Anitta,,,,,,,,,,,,,,ref_externa,GEO,Zig-Zag de caminho na frente do ponto de ônibus,"Circulou para levar ao circular, crack leva a pedra e geo, locutor sem face é o Lombardi, ruas americanas pois atrás do ponto do circular há um caminho parecido com a Lombard Street",,TRUE,TRUE,TRUE,,2019,,TRUE,,,,,"||Pista: Circulou por tudo mas parou no crack olhando as americanas ruas do locutor sem face. | Explicação: Circulou para levar ao circular, crack leva a pedra e geo, locutor sem face é o Lombardi, ruas americanas pois atrás do ponto do circular há um caminho parecido com a Lombard Street | Macro: GEO | Micro: Zig-Zag de caminho na frente do ponto de ônibus",||Pista: Circulou por tudo mas parou no crack olhando as americanas ruas do locutor sem face.,Geociencias
ML_2019_00142,ckepnuxcrwtong,,,,,,,,,,,,,,,,IQ,Biblio quimicas,Código que vai alterando a correspondecia (somando 1) conforme a posicao na palavra. Por ex: (aaa) = (bcd); (ab) = (bd); (ca) = (dc). A resposta é biblioquimicas,,TRUE,TRUE,TRUE,,2019,,,,,,,||Pista: ckepnuxcrwtong | Explicação: Código que vai alterando a correspondecia (somando 1) conforme a posicao na palavra. Por ex: (aaa) = (bcd); (ab) = (bd); (ca) = (dc). A resposta é biblioquimicas | Macro: IQ | Micro: Biblio quimicas,||Pista: ckepnuxcrwtong,Químicas
ML_2020_00185,CLLH GAHN HXRD,,,,,,,,,,,,,,,,Casa de Cultura Japonesa,,Se separar GRU LAX LHR HND são os aeroportos de Guarulhos LA Londres (que são os lugares o de tem a Japan House) e daí por último eh o de tokyo pra jogar no Google as 4 cidades e dar Japan house —> casa de cultura japonesa,,TRUE,TRUE,TRUE,,2020,,,,,,,||Pista: CLLH GAHN HXRD | Explicação: Se separar GRU LAX LHR HND são os aeroportos de Guarulhos LA Londres (que são os lugares o de tem a Japan House) e daí por último eh o de tokyo pra jogar no Google as 4 cidades e dar Japan house —> casa de cultura japonesa | Macro: Casa de Cultura Japonesa | Micro: ,||Pista: CLLH GAHN HXRD,Casa de Cultura Japonesa
ML_2022_00135,//:C:poeti.cas,,,,,,,,,,,,,,,,,poéticas digitais,Poéticas digitais,,TRUE,TRUE,FALSE,FALSE,2022,sim,,,,,,||Pista: //:C:poeti.cas | Explicação: Poéticas digitais | Macro:  | Micro: poéticas digitais,,#N/A
ML_2022_00034,"Coleção de estudos: Elétrico, neurótico e sem juízo",,,,,,,,,,,,,,,,Psico,oca,"Elétrico, neurótico e sem juízo é a Coleção Cabeça OCA. Estudos de cabeça é a Psico e Oca é o micro, a Oca",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: Coleção de estudos: Elétrico, neurótico e sem juízo | Explicação: Elétrico, neurótico e sem juízo é a Coleção Cabeça OCA. Estudos de cabeça é a Psico e Oca é o micro, a Oca | Macro: Psico | Micro: oca","||Pista: Coleção de estudos: Elétrico, neurótico e sem juízo",Psico
ML_2017_00083,"Colocaram um porco olhando de longe quem entra, em cima de um porco redondo.",,,,,,,,,,,,,,,Rossi,Rotatória Rubião Meira,Estátua Ernesto de Souza Campos,"Porco olhando tudo = Estátua do Ernesto, prof da medicina, que olha em direção ao P1; Fica na Rotatórioa Praça Rubião Meira = outro professor de medicina",externa,TRUE,TRUE,TRUE,,2017,,,,Estátua Ernesto de Souza Campos,,,"||Pista: Colocaram um porco olhando de longe quem entra, em cima de um porco redondo. | Explicação: Porco olhando tudo = Estátua do Ernesto, prof da medicina, que olha em direção ao P1; Fica na Rotatórioa Praça Rubião Meira = outro professor de medicina | Macro: Rotatória Rubião Meira | Micro: Estátua Ernesto de Souza Campos","||Pista: Colocaram um porco olhando de longe quem entra, em cima de um porco redondo.",Rotatória Rubião Meira
